views,likes,comments,watch_time_minutes,video_length_minutes,subscribers,ad_revenue_usd,category_Entertainment,category_Gaming,category_Lifestyle,category_Music,category_Tech,device_Mobile,device_TV,device_Tablet,country_CA,country_DE,country_IN,country_UK,country_US
9780.0,308.0,157.0,52937.92454275321,21.95479042516857,711242.0,308.52749667210065,False,False,False,False,False,False,False,True,False,False,False,False,False
9920.0,1799.0,105.0,34721.3041446229,22.69150992374556,415686.0,248.10664482205172,True,False,False,False,False,False,False,False,False,True,False,False,False
10021.0,1946.0,219.0,45743.52793488864,11.444497533102648,306189.0,305.08346078958914,False,False,False,True,False,True,False,False,True,False,False,False,False
9949.0,1662.0,274.0,33385.208801180954,2.30007643671923,803842.0,241.3914944267467,False,False,False,False,True,False,False,True,True,False,False,False,False
10052.0,1990.0,66.0,52577.6160596301,7.230923033178,593102.0,335.59111387268973,True,False,False,False,False,True,False,False,False,False,False,True,False
10247.0,1176.0,170.0,16581.21641419844,3.27958059138886,632652.0,154.6978099342353,False,True,False,False,False,False,True,False,False,False,False,False,False
9928.0,1535.0,408.0,22048.376285371207,26.60644950783849,191029.0,189.07166415303743,False,False,False,True,False,False,False,False,False,False,False,True,False
9868.0,626.0,157.0,16920.219064124816,23.178720300615133,91026.0,144.64483172473606,False,False,False,True,False,True,False,False,False,False,False,False,False
9893.0,220.0,369.0,53450.496988572144,3.5426352913583643,205569.0,313.664043852459,False,False,False,False,True,True,False,False,False,True,False,False,False
10035.0,1259.0,151.0,37531.99033702389,18.09968084712208,257566.0,147.8805150030548,False,False,False,False,True,False,False,False,False,True,False,False,False
9968.0,1103.0,323.0,57697.2461683239,14.537681213395604,697130.0,349.579265625342,False,True,False,False,False,False,True,False,True,False,False,False,False
10085.0,809.0,167.0,19494.334122331034,11.314129719801755,245573.0,161.22840328848727,False,False,True,False,False,False,False,False,False,False,False,False,False
10133.0,1699.0,299.0,15595.629200678202,11.16598904396358,528998.0,160.66339274009857,False,False,False,True,False,True,False,False,False,False,True,False,False
10098.0,1516.0,131.0,23557.56902504699,7.66162721633952,660932.0,191.9851177075029,False,False,False,False,False,True,False,False,False,False,False,False,False
9964.0,464.0,230.0,35097.423976225844,9.835019822128308,872419.0,229.31243620806464,False,False,False,False,True,False,True,False,False,True,False,False,False
10001.0,1353.0,380.0,42505.34464384526,5.867130296775716,480469.0,282.28778607752525,False,True,False,False,False,False,False,True,False,False,False,True,False
10001.0,1103.0,414.0,16299.660017353575,24.193341108195096,124529.0,154.71831047129342,True,False,False,False,False,True,False,False,False,False,True,False,False
9929.0,1932.0,185.0,37531.99033702389,19.63818632171797,986248.0,234.13986916574012,False,True,False,False,False,False,False,False,False,False,False,False,True
10151.0,1850.0,421.0,26010.6252307744,24.5504106961597,837462.0,214.551197373064,False,False,True,False,False,False,False,True,False,False,True,False,False
9795.0,457.0,216.0,42773.116311566286,29.906183023158743,47620.0,264.2582707658467,False,False,False,False,True,False,False,True,False,False,False,True,False
10166.0,317.0,383.0,52754.11235030487,11.546566335188828,66516.0,313.7111470299675,False,False,False,False,True,False,False,False,False,False,False,False,False
10180.0,325.0,380.0,27168.012610780435,19.529190193536447,939271.0,193.24344917976404,False,True,False,False,False,False,False,False,True,False,False,False,False
9987.0,856.0,179.0,40777.63088018746,3.535899803419248,377964.0,262.0727004932661,False,False,False,True,False,False,False,True,False,True,False,False,False
9989.0,450.0,274.0,37531.99033702389,22.08538485085761,429793.0,213.6837668196288,False,False,False,True,False,False,False,False,False,False,False,False,False
10013.0,1256.0,166.0,38177.28077254078,29.58863180545558,498732.0,256.60023268793265,False,False,True,False,False,True,False,False,False,False,True,False,False
9982.0,1099.0,197.0,39735.17683585204,12.999688545995712,621563.0,261.6178606902982,False,False,False,False,True,True,False,False,False,False,False,False,True
9949.0,1826.0,245.0,39274.76590617735,4.577987241792137,183444.0,272.59549199139707,False,False,False,False,True,False,False,True,False,False,False,False,False
10039.0,501.0,73.0,28023.18668649769,4.5935013848985164,434927.0,194.2889893044848,False,False,False,False,True,False,True,False,False,False,False,False,False
10091.0,448.0,486.0,25142.059188026826,5.016507335456824,946478.0,187.16419817904932,False,False,False,False,False,False,False,True,False,False,False,True,False
10117.0,1361.0,288.0,23675.72538102248,28.99229552307695,6647.0,192.6755422355952,False,False,False,False,True,False,False,False,True,False,False,False,False
9853.0,1564.0,140.0,21268.611246405664,15.769153853461216,671298.0,180.89687738059007,False,False,False,False,True,False,True,False,False,False,False,False,True
10236.0,221.0,230.0,39733.52385878395,16.943674447144602,449742.0,248.41019481359288,True,False,False,False,False,False,True,False,False,False,True,False,False
10028.0,1518.0,83.0,47357.40012920658,7.560315495515814,466031.0,303.0349248900682,False,False,True,False,False,False,True,False,False,True,False,False,False
9978.0,1211.0,265.0,30444.04206966696,28.73333921995321,235362.0,220.8873561750788,False,True,False,False,False,False,True,False,False,False,False,False,False
9914.0,1865.0,284.0,51990.65732574371,20.93609672686368,103305.0,333.7032655047911,False,False,False,False,True,False,False,True,False,False,False,True,False
9999.0,481.0,301.0,57326.497710071686,13.568568922904458,197000.0,335.80704819994054,False,True,False,False,False,False,False,True,False,True,False,False,False
9913.0,1191.0,290.0,48737.98118996643,24.489185925094944,215258.0,306.88204608582555,True,False,False,False,False,False,False,True,False,False,False,False,True
9763.0,725.0,258.0,37352.86477099013,22.71856906163864,383582.0,243.8656481209869,False,False,True,False,False,True,False,False,False,True,False,False,False
10211.0,2040.0,403.0,49667.742158255445,4.852402764432487,385073.0,329.3523673710092,False,False,False,True,False,False,False,False,False,False,True,False,False
10105.0,755.0,122.0,31000.56212038505,22.63045378113207,708964.0,213.87758570223107,False,False,True,False,False,False,False,False,False,False,False,False,True
9973.0,1759.0,307.0,43158.75331446362,21.47996402161352,196452.0,290.94580187662024,False,False,False,True,False,False,False,False,False,True,False,False,False
9828.0,1796.0,356.0,18582.53292122411,2.440223256943668,586230.0,175.80293928032927,False,False,False,True,False,False,False,True,False,False,False,False,False
9987.0,1529.0,356.0,47979.15292698681,16.297876812051936,694559.0,310.63378257555013,False,True,False,False,False,False,True,False,False,False,True,False,False
9958.0,1722.0,314.0,47425.76199702365,18.054511774199025,941806.0,310.4689900899143,False,False,False,True,False,False,True,False,False,False,False,False,True
10037.0,1604.0,228.0,39168.75989839235,23.3231905656002,687426.0,268.4464602742436,False,False,False,True,False,False,True,False,False,False,False,False,True
9947.0,1041.0,439.0,44249.76881634422,19.87656097667297,836855.0,285.88217472513634,False,True,False,False,False,True,False,False,False,False,False,False,True
10202.0,365.0,178.0,35671.170270410614,24.049798156695097,144408.0,230.66216692748085,False,True,False,False,False,False,True,False,False,False,False,False,True
10090.0,1755.0,125.0,36401.67717176805,26.546876947060333,591585.0,256.50209377271864,False,True,False,False,False,True,False,False,True,False,False,False,False
10107.0,1723.0,219.0,45067.29652175101,9.485213881206306,395597.0,298.5106579043144,False,False,False,True,False,True,False,False,False,False,True,False,False
10145.0,1977.0,445.0,23489.544701558,29.420373183760923,351869.0,205.22950110576832,False,False,False,True,False,False,False,True,False,False,False,False,False
9921.0,715.0,379.0,30989.633394814497,7.076375487942519,669011.0,216.59700496571463,False,False,False,True,False,False,True,False,True,False,False,False,False
9925.0,1103.0,424.0,51023.87962855502,21.4937428817576,774823.0,323.1183491695624,False,False,False,True,False,False,False,True,False,False,False,False,True
10085.0,507.0,274.0,36365.2893195578,14.794187192812448,798376.0,237.20934158394047,False,False,False,False,True,False,False,False,False,True,False,False,False
10064.0,1840.0,274.0,49965.79092086484,27.2254574419126,444918.0,322.89322462485217,True,False,False,False,False,True,False,False,False,True,False,False,False
9910.0,1715.0,478.0,24816.611002312708,20.492249561382867,197245.0,206.32565649293483,False,False,False,False,True,True,False,False,False,False,False,True,False
9801.0,598.0,201.0,55275.635116049554,24.580162435598577,740623.0,325.398710496622,False,True,False,False,False,False,False,True,False,False,False,False,False
9996.0,620.0,164.0,54338.805499367285,22.52817776308676,361178.0,321.7402101995473,False,True,False,False,False,False,True,False,False,False,False,True,False
9914.0,520.0,315.0,26054.17220856533,12.646220920261358,856311.0,188.84060011498684,True,False,False,False,False,False,False,False,False,False,True,False,False
9973.0,970.0,391.0,45763.574556416,23.413466631597537,844790.0,291.10924119413056,False,False,False,True,False,False,False,True,False,False,False,True,False
9849.0,1461.0,274.0,20427.464813333063,18.143945370445103,602992.0,180.93226137457088,False,False,False,False,False,False,False,False,False,False,False,False,True
10060.0,629.0,196.0,37531.99033702389,3.6909226446937216,85016.0,346.5261458886365,False,False,False,True,False,False,True,False,False,False,False,False,False
10170.0,743.0,351.0,36572.09350745757,20.610161806652968,614925.0,244.2131002086124,False,False,False,True,False,False,True,False,False,True,False,False,False
10062.0,303.0,291.0,40164.81705293747,5.237453095277656,228912.0,251.9947249564432,False,False,False,False,False,True,False,False,True,False,False,False,False
9903.0,1975.0,277.0,55388.22874645193,27.19929917760317,265209.0,351.43422015315355,False,True,False,False,False,False,False,False,False,True,False,False,False
10037.0,1224.0,124.0,20564.11376421593,17.212775715708826,425436.0,172.41551376622274,True,False,False,False,False,False,True,False,False,True,False,False,False
9866.0,842.0,483.0,50169.43334982577,10.189938347691031,453782.0,310.7045629367444,False,False,False,True,False,False,False,False,False,False,False,True,False
9965.0,1239.0,199.0,43841.959315364,12.481894479911482,376174.0,283.33146056069575,False,True,False,False,False,True,False,False,False,False,False,False,False
10186.0,1946.0,248.0,17463.413417381737,19.14309868010627,627639.0,173.11399995050238,False,False,False,True,False,False,True,False,False,False,True,False,False
9960.0,1774.0,316.0,44113.22872584125,11.708423871723934,425761.0,295.79047160413256,False,False,False,False,False,True,False,False,False,False,False,False,False
10033.0,1103.0,400.0,23282.102754143023,9.5788368019719,984698.0,194.91958230766923,False,False,False,False,True,False,False,False,False,False,True,False,False
10122.0,438.0,443.0,19703.5024915326,12.75688565367387,107316.0,160.7745211023822,False,False,False,False,True,True,False,False,True,False,False,False,False
9816.0,1173.0,253.0,18897.7103679536,26.13454937748012,549290.0,164.74831211809308,False,False,False,True,False,True,False,False,False,False,True,False,False
9974.0,282.0,155.0,24049.2826915395,12.963872046927092,631891.0,172.86053432366265,False,False,False,False,False,False,False,False,False,False,False,False,False
10051.0,743.0,127.0,15237.169181073838,22.270346877033944,614036.0,139.15883457472657,True,False,False,False,False,True,False,False,False,False,True,False,False
9983.0,1294.0,413.0,35345.032630534355,7.566128587855807,762548.0,247.98958138233456,False,False,True,False,False,False,False,True,False,False,False,False,False
9955.0,1128.0,80.0,35977.35869797331,22.21711184079677,12714.0,242.24832538981772,False,False,False,False,False,False,True,False,False,False,False,False,True
10091.0,447.0,466.0,51287.2313179486,6.910122871243052,383972.0,310.06561062677497,False,False,False,False,True,False,False,True,False,False,True,False,False
10073.0,353.0,274.0,23191.307782070005,26.68213916333182,562014.0,176.22353817986553,True,False,False,False,False,False,True,False,False,True,False,False,False
10001.0,267.0,470.0,58340.042896670326,18.89668023127115,849753.0,339.82243307759,False,False,True,False,False,False,True,False,False,False,False,False,False
10025.0,1372.0,286.0,58406.20642371871,20.67796228423333,347914.0,356.0889642798742,False,False,False,False,False,False,True,False,False,False,False,True,False
9903.0,1103.0,133.0,49664.71186834433,23.549417143079182,918110.0,314.4818312915022,True,False,False,False,False,True,False,False,False,True,False,False,False
9972.0,886.0,418.0,20612.59245909504,15.790667532287936,930802.0,171.54914925524346,False,True,False,False,False,False,False,True,False,False,False,True,False
9966.0,1135.0,295.0,24395.34989465428,26.318192045306283,185505.0,191.517438181608,False,True,False,False,False,False,False,False,False,False,False,False,True
9852.0,1697.0,416.0,16570.543775858652,21.64608637336192,961816.0,165.7720873616012,False,True,False,False,False,False,True,False,False,False,False,False,False
10161.0,864.0,408.0,42105.80861194714,2.686397287473433,833608.0,273.3144526780368,False,False,False,False,True,True,False,False,False,False,False,False,True
9987.0,1172.0,444.0,43495.60016983687,7.392095961764753,221793.0,284.87251536583085,False,False,True,False,False,False,False,True,False,False,True,False,False
9999.0,1175.0,308.0,37531.99033702389,27.386847985972164,312711.0,341.24875693285594,False,False,False,True,False,True,False,False,True,False,False,False,False
10128.0,1055.0,61.0,52346.202819696,7.026761487030889,141410.0,318.73998661230246,False,False,False,False,True,True,False,False,False,False,True,False,False
10268.0,264.0,327.0,37531.99033702389,2.7007579295714885,597184.0,242.29052643721545,False,False,True,False,False,False,False,True,False,False,True,False,False
9944.0,199.0,439.0,58705.44848391185,23.453554280513373,799592.0,339.54661047653843,False,False,False,False,True,False,False,False,False,True,False,False,False
9950.0,1673.0,459.0,37531.99033702389,7.473298120842603,533452.0,226.28918852837057,False,False,True,False,False,False,True,False,False,False,False,False,True
9937.0,1065.0,448.0,42940.65061199484,28.251320538970727,178946.0,280.2253689377602,False,True,False,False,False,False,False,False,False,False,False,False,False
9939.0,307.0,264.0,14959.064173463505,15.81367352008315,732948.0,132.12511623939497,False,False,False,False,True,True,False,False,False,False,False,False,False
9988.0,1798.0,373.0,36699.656111671575,9.311696346665313,643406.0,262.3769855445639,False,False,True,False,False,False,False,True,False,False,False,True,False
10070.0,483.0,307.0,59256.833540553926,22.488330195850185,292529.0,345.4151220689609,False,False,False,False,False,False,True,False,False,False,False,True,False
10058.0,1695.0,276.0,18804.672848547565,19.632062629169063,78951.0,174.93770552515986,False,False,False,False,False,False,False,True,False,False,True,False,False
9903.0,1167.0,350.0,42632.673762476006,6.825830160937315,212587.0,278.66499713853807,False,False,False,False,False,False,False,True,True,False,False,False,False
9991.0,1567.0,451.0,37406.32710480481,12.02325490350803,297312.0,263.0945774336114,True,False,False,False,False,True,False,False,False,False,True,False,False
10161.0,1103.0,253.0,41867.5168718184,9.70412740520591,879974.0,263.33953133690034,False,False,False,True,False,False,False,True,True,False,False,False,False
10008.0,1145.0,422.0,24420.850210620705,6.868152692880024,868074.0,194.2111641022133,False,False,False,False,False,False,True,False,True,False,False,False,False
9793.0,1237.0,334.0,35975.0182213756,24.56005244274857,132557.0,247.6322163407175,False,False,False,True,False,False,True,False,True,False,False,False,False
9878.0,1570.0,148.0,36643.63043196192,20.60542733012426,261701.0,253.7538366573686,False,False,True,False,False,False,False,False,False,False,True,False,False
9857.0,1115.0,110.0,27451.711985189428,24.700299151892143,74076.0,201.8354262461732,False,False,True,False,False,False,False,False,False,False,False,False,True
10096.0,1767.0,274.0,26688.30106493433,25.13828763653025,83803.0,211.4611667057942,True,False,False,False,False,True,False,False,False,False,False,True,False
9851.0,758.0,390.0,45436.51558397167,26.65347833470889,817107.0,285.27073601175573,True,False,False,False,False,False,False,True,False,False,False,False,True
9888.0,779.0,164.0,48402.81579898534,10.436849504996337,915280.0,295.92484153295493,False,False,False,False,False,False,False,False,False,False,True,False,False
10044.0,1024.0,264.0,16732.119709803566,10.189280763209831,264686.0,153.35467268783282,False,False,True,False,False,False,False,True,False,False,False,False,False
9982.0,1981.0,274.0,50028.51598220962,23.717371164732565,616220.0,326.0272888716578,False,False,False,True,False,False,True,False,False,False,False,False,False
10118.0,434.0,155.0,29007.90278482516,25.588208034843788,794733.0,199.6008998175552,False,False,False,True,False,False,False,True,False,False,False,False,True
10025.0,1092.0,312.0,48928.4560352169,18.112174766540225,64084.0,307.0401844324488,False,False,False,True,False,False,False,True,False,False,False,True,False
10031.0,750.0,418.0,22597.260889232177,24.488147777442627,281627.0,178.87587265753547,False,False,False,False,False,False,True,False,True,False,False,False,False
10050.0,1923.0,488.0,37533.01935010845,3.8511739470231983,605523.0,270.75391518368593,False,False,False,False,False,False,False,False,False,False,False,False,True
10087.0,667.0,356.0,22280.635490502264,16.072127960559335,668828.0,175.18274684555595,True,False,False,False,False,True,False,False,False,False,False,True,False
10022.0,467.0,209.0,37531.99033702389,27.62508350975085,625757.0,327.2472744405976,True,False,False,False,False,False,True,False,True,False,False,False,False
10117.0,228.0,274.0,58136.73796510343,6.9322334311796405,160887.0,335.05120077625577,False,False,False,False,True,True,False,False,False,False,False,True,False
10071.0,1608.0,71.0,32759.08996618224,13.21886912591722,566115.0,235.77533114914408,False,False,False,False,True,True,False,False,False,False,False,False,False
9991.0,608.0,190.0,40872.73038154501,8.87991169593468,455376.0,258.46848956446723,False,False,True,False,False,False,False,True,False,False,False,False,True
10063.0,1994.0,181.0,37531.99033702389,13.157622234474534,340028.0,173.01521525588504,False,True,False,False,False,False,True,False,False,True,False,False,False
10028.0,1834.0,437.0,53840.6314215059,18.67591350746073,569303.0,345.11587616969865,False,True,False,False,False,False,False,True,True,False,False,False,False
10015.0,1309.0,274.0,38435.94993520608,17.690824057465356,944819.0,256.9020414467355,False,True,False,False,False,True,False,False,False,False,False,False,True
10096.0,1821.0,202.0,57747.11625833109,18.58667462743545,953736.0,359.624981670812,True,False,False,False,False,False,True,False,False,False,True,False,False
10076.0,1708.0,489.0,27357.152253759217,18.28884595954172,891847.0,219.2368035192567,False,True,False,False,False,False,False,False,False,False,False,False,True
9987.0,1374.0,149.0,45364.2450879594,6.779677794186213,619758.0,292.0838847409817,False,False,False,True,False,False,False,True,False,True,False,False,False
9964.0,1052.0,145.0,25863.03058997928,22.27641142542241,654292.0,194.42179731539207,False,False,False,False,False,False,False,True,False,True,False,False,False
10132.0,1103.0,261.0,37531.99033702389,19.86647926125173,983644.0,310.50630273425816,False,True,False,False,False,True,False,False,False,False,True,False,False
9902.0,1113.0,307.0,31908.80842815967,21.1538927369376,256067.0,226.4345678354333,False,False,False,False,False,False,False,False,False,False,False,False,True
9969.0,1612.0,478.0,28489.05122232329,16.308757527595773,443807.0,222.1766228425921,False,True,False,False,False,True,False,False,False,True,False,False,False
10120.0,623.0,431.0,29321.417893272468,3.8685435026349255,176810.0,209.08151758401087,False,True,False,False,False,False,False,True,False,False,True,False,False
9732.0,819.0,386.0,25840.33649893868,9.88519336390322,490303.0,193.0923914514469,True,False,False,False,False,True,False,False,False,False,False,False,False
10134.0,1036.0,506.0,50377.74066903711,22.683066141107155,853598.0,316.8126760042702,True,False,False,False,False,False,True,False,False,False,False,False,False
9988.0,1551.0,102.0,29328.90488692478,5.435542754777512,281077.0,218.724267425733,False,False,False,False,True,False,True,False,False,False,False,False,True
10172.0,386.0,352.0,45084.6538951081,29.728475433993363,289623.0,278.2375932479052,False,True,False,False,False,False,True,False,False,False,False,False,False
10130.0,1000.0,99.0,30756.402291162285,20.273464161266485,290266.0,216.67233751039527,True,False,False,False,False,False,True,False,False,False,True,False,False
10014.0,1521.0,447.0,35130.669979165024,20.91665620812794,200883.0,251.6263821461751,False,False,True,False,False,False,False,False,True,False,False,False,False
10049.0,1103.0,420.0,29678.145633042564,8.299220888131467,440992.0,213.4699213961401,False,True,False,False,False,True,False,False,False,False,True,False,False
10088.0,1062.0,185.0,31087.965416207146,21.046083632858792,439969.0,220.56039532532296,False,True,False,False,False,False,True,False,False,False,False,True,False
10005.0,617.0,264.0,17283.41375710245,15.951608948266124,757429.0,148.75531043273452,True,False,False,False,False,False,True,False,False,False,False,True,False
10126.0,1521.0,274.0,34418.93047581199,7.746601412391348,859947.0,242.8904136372388,False,False,True,False,False,True,False,False,False,False,False,False,True
9975.0,642.0,227.0,45406.10646156865,24.479807367266027,12347.0,280.9781885653199,False,True,False,False,False,False,False,False,False,False,True,False,False
10123.0,372.0,471.0,37531.99033702389,18.918218954554323,119287.0,229.8651453599904,False,False,False,True,False,True,False,False,True,False,False,False,False
10115.0,839.0,220.0,38659.85495387815,10.910667472927976,382107.0,253.16779709069976,False,True,False,False,False,False,True,False,True,False,False,False,False
10131.0,869.0,263.0,17203.974596306474,28.660687845830463,621822.0,153.35132662160993,False,False,True,False,False,False,False,False,False,False,True,False,False
10037.0,504.0,197.0,52327.58336708615,6.994060246942174,670459.0,311.04530757201536,True,False,False,False,False,False,False,True,False,False,True,False,False
9959.0,1697.0,459.0,55011.00683487333,25.088858973554263,103488.0,348.2975901816069,False,False,False,False,False,False,False,True,False,False,False,False,True
9936.0,1905.0,477.0,52928.46584962079,24.078859158620386,187233.0,342.2438789814771,False,True,False,False,False,False,False,False,False,False,False,False,False
9937.0,621.0,274.0,37792.875620315805,21.772641906087763,298615.0,247.3623239250352,False,False,False,False,True,False,False,True,False,False,False,False,True
10086.0,1760.0,52.0,45819.88620453462,28.106256678045906,690979.0,299.71499476409423,False,False,True,False,False,True,False,False,False,False,True,False,False
10020.0,205.0,485.0,32237.9079269174,11.611239997570271,426856.0,216.0541783687116,False,False,True,False,False,True,False,False,False,False,False,True,False
10028.0,358.0,414.0,36952.17767557247,4.227179251512178,536971.0,239.73081733235784,False,False,False,False,True,False,True,False,False,False,False,False,False
9957.0,489.0,138.0,21955.52854345928,4.733471889630174,104629.0,166.16647594297206,False,True,False,False,False,False,False,False,False,False,False,False,False
10046.0,701.0,151.0,44867.61833329072,5.947550670706203,888173.0,278.51721998776054,True,False,False,False,False,True,False,False,False,False,False,False,True
9878.0,893.0,204.0,56591.41021136776,6.547906412338424,503783.0,337.12501037543234,False,False,False,False,True,False,True,False,False,False,False,False,True
9914.0,1955.0,115.0,54642.47625050059,10.854212998638433,242650.0,344.847559609341,False,False,False,False,False,False,True,False,False,True,False,False,False
9977.0,425.0,141.0,58818.12621002687,14.059616617764354,124124.0,339.01228724148785,True,False,False,False,False,True,False,False,False,False,False,True,False
10141.0,265.0,178.0,29029.86752482481,20.40563582599582,310844.0,197.31493897302573,False,False,True,False,False,False,False,False,False,False,False,False,False
10136.0,1138.0,403.0,51039.5024994404,16.404825344756286,563692.0,319.9258091986168,False,False,False,True,False,False,True,False,False,False,True,False,False
9935.0,1129.0,114.0,42234.44145651685,7.338355874162612,728832.0,272.24491477244675,False,False,False,False,False,False,False,False,False,False,False,True,False
9912.0,1574.0,449.0,46022.75398537498,7.96654290216629,371849.0,303.3913451016762,False,False,True,False,False,False,False,True,False,False,False,False,False
9959.0,1717.0,274.0,58204.80978601096,15.679327609517063,274749.0,360.79397265567536,False,False,False,False,False,False,True,False,False,False,False,False,True
10036.0,1153.0,274.0,51045.19282279016,23.564828259729502,58801.0,314.48163966823984,True,False,False,False,False,False,True,False,False,False,True,False,False
10023.0,1107.0,212.0,54941.12164296391,9.537085174095017,457714.0,333.9157652365355,True,False,False,False,False,True,False,False,False,False,False,False,False
9972.0,820.0,427.0,24431.379825049906,6.02147290202875,17852.0,188.5732794627623,False,True,False,False,False,False,False,False,False,False,False,False,True
9870.0,1695.0,218.0,30631.21460228912,7.236127062615768,625368.0,228.717938262732,True,False,False,False,False,True,False,False,False,False,False,True,False
10059.0,1966.0,436.0,24518.729235852017,15.917609535592764,976120.0,209.2897874669386,True,False,False,False,False,False,False,True,False,True,False,False,False
10019.0,1662.0,460.0,31230.157912995062,27.51557077989039,45933.0,235.9101830610566,False,False,False,False,False,False,True,False,False,False,False,True,False
9950.0,1103.0,465.0,31101.653380109685,16.39403939181204,98765.0,217.0012309443248,False,False,False,False,False,False,True,False,True,False,False,False,False
10035.0,1205.0,140.0,38173.51784944332,26.13886222070141,120925.0,255.37369477288948,False,False,False,False,False,False,True,False,False,False,False,False,True
9866.0,365.0,168.0,46315.423051121536,28.33680519172136,525022.0,278.92231086038106,True,False,False,False,False,False,False,False,False,False,False,False,False
10131.0,1282.0,464.0,57871.3034966732,14.570838417545966,790328.0,355.63193400806,False,False,False,False,False,False,False,False,False,False,False,False,True
